global_row,name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
3,Коктейль Чудо ваниль 950 г,4607014826730,pcs,1215.00,Коктейль с ванильным вкусом.,BAR_DAIRY,,
8,"Домик в деревне молоко 2,5% 950 г",4607014826556,pcs,925.00,"Молоко с жирностью 2,5%.",BAR_DAIRY,Домик в деревне,
13,Домик в деревне сливки 20% 480 г,4607096004477,pcs,1160.00,Сливки с жирностью 20%.,BAR_DAIRY,Домик в деревне,
18,"Сырок Глазир Чудо 25,6% ваниль",4607041420284,pcs,420.00,Сырок глазированный с ванильным вкусом.,BAR_DAIRY,Чудо,
23,"Творожный десерт Чудо 4,2% 100 г Персик Груша",4690228006913,pcs,460.00,Творожный десерт с персиком и грушей.,BAR_DAIRY,Чудо,
28,"Чудо Йогурт Ягодное Мороженое 1,9% 260 г",4690228107030,pcs,575.00,Йогурт с ягодным вкусом.,BAR_DAIRY,Чудо,
33,"Масло Домик в деревне 82,5% 0,18 кг",4607096006464,pcs,1290.00,"Масло с жирностью 82,5%.",BAR_DAIRY,Домик в деревне,
38,"Молоко с витамином D Лактель 3,2% 1 л",4870055002696,pcs,760.00,Молоко с добавлением витамина D.,BAR_DAIRY,Лактель,
43,"Кефир ФМ 2,5% 0,9 кг",4870207311478,pcs,610.00,"Кефир с жирностью 2,5%.",BAR_DAIRY,,
48,"БИО Клубника 2,9% 0,45 кг",4870207314264,pcs,470.00,Биопродукт с клубничным вкусом.,BAR_DAIRY,,
53,"Живой Натуральный 2% 0,280 кг",4870207315292,pcs,380.00,Натуральный йогурт с жирностью 2%.,BAR_DAIRY,,
58,"Питьевой йогурт Натуральный 2% 0,45 кг",4870207315308,pcs,435.00,Питьевой йогурт с жирностью 2%.,BAR_DAIRY,,
63,"Сметана Президент 10% 0,40 кг",4870207311454,pcs,700.00,Сметана с жирностью 10%.,BAR_DAIRY,Президент,
68,"Творог Домашний Рассыпчатый Президент 5% 0,45 кг",4870207314004,pcs,1100.00,Рассыпчатый творог с жирностью 5%.,BAR_DAIRY,Президент,
73,"Йогурт греческий Натуральный 8,4% 0,130 кг",4870207313328,pcs,360.00,"Греческий йогурт с жирностью 8,4%.",BAR_DAIRY,,
78,Сыр Мастер Голландский 45%,2500203970011,kg,6765.00,Голландский сыр с жирностью 45%.,BAR_DAIRY,Мастер,
83,Сыр плавленый Президент с запечёнными колбасками 45% 400 г,4607037123922,pcs,2115.00,"Плавленый сыр с колбасками, жирность 45%.",BAR_DAIRY,Президент,
88,"Творожок взбитый Снежок 3,8% 0,1 кг.",4870207313359,pcs,300.00,"Взбитый творожок с жирностью 3,8%.",BAR_DAIRY,Снежок,
93,"Молоко сгущенное с сахаром 8,5% 270 г",4870035000735,pcs,735.00,"Цельное сгущенное молоко с сахаром, жирность 8,5%.",BAR_DAIRY,,
98,"Му-у молочный коктейль ФМ Клубника 2% 0,200 мл",4870207314561,pcs,350.00,"Молочный коктейль с клубникой, жирность 2%.",BAR_DAIRY,ФМ,
103,"Сливки Президент 11% 0,20 г",4601662006490,pcs,690.00,Сливки с жирностью 11%.,BAR_DAIRY,Президент,
108,Каймак Домашний 485 г,2500204510018,pcs,1940.00,"Домашний каймак, вес 485 г.",BAR_DAIRY,Айжан,
