global_row,name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
3,Коктейль Чуда ваниль 950 г,4607014826730,pcs,1215.00,,BAR_DAIRY,,
8,"Домик в деревне молоко 2,5% 950 г",4607014826556,pcs,925.00,,BAR_DAIRY,,
13,Домик в деревне сливки 20% 480 г,4607096004477,pcs,1160.00,,BAR_DAIRY,,
18,"Сырок Глазир Чудо 25,6% Ваниль.",4607041420284,pcs,420.00,,BAR_DAIRY,,
23,"Творожные десерт Чудо 4,2% 100 г Персик Груша.",4690228006913,pcs,460.00,,BAR_DAIRY,,
28,"Чудо ЙогФр ЯгоднМорож 1,9% 260 г",4690228107030,pcs,575.00,,BAR_DAIRY,,
33,"Масло Домик в деревне 82,5% 0,18 кг",4607096006464,pcs,1290.00,,BAR_DAIRY,,
38,"Молоко с витамином D Лактель 3,2% 1 л",4870055002696,pcs,760.00,,BAR_DAIRY,,
43,"Кефир ФМ 2,5% 0,9 кг",4870207311478,pcs,610.00,,BAR_DAIRY,,
48,"БИО С Клубника 2,9% 0,45 кг",4870207314264,pcs,470.00,,BAR_DAIRY,,
53,"Живой Натуральный 2% 0,280",4870207315292,pcs,380.00,,BAR_DAIRY,,
58,"Питьевой йогурт Натуральный 2% 0,45 кг",4870207315308,pcs,435.00,,BAR_DAIRY,,
63,"Сметана Президент 10% 0,40 кг",4870207311454,pcs,700.00,,BAR_DAIRY,,
68,"Творог Домашний Рассыпчатый Президент 5% 0,45 кг",4870207314004,pcs,1100.00,,BAR_DAIRY,,
73,"Йогурт греческий Натуральный 8,4% 0,130 кг",4870207313328,pcs,360.00,,BAR_DAIRY,,
78,Сыр Мастер Голландский 45% пленка.,2500203970011,kg,6765.00,,BAR_DAIRY,,
83,Сыр плавленый Президент с запеченной колбасками 45% 400 г.,4607037123922,pcs,2115.00,,BAR_DAIRY,,
88,"Творожок взбитый Снежок 3,8% 0,1 кг.",4870207313359,pcs,300.00,,BAR_DAIRY,,
93,"Молоко цельное сгущенное с сахаром,жирность 8,5% 270 г.",4870035000735,pcs,735.00,,BAR_DAIRY,,
98,"Му-у молочный коктейль ФМ Клубника 2% 0,200 мл",4870207314561,pcs,350.00,,BAR_DAIRY,,
103,"Сливки Президент 11% 0,20 г",4601662006490,pcs,690.00,,BAR_DAIRY,,
108,Каймак Домашний 485 г Айжан ИП,2500204510018,pcs,1940.00,,BAR_DAIRY,,
113,Курт Домашний сол Айжан ИП,2500204560013,kg,4250.00,,BAR_DAIRY,,
118,"Молоко Новый день 3,2% 1 лТетрапак с крышка.",4870004711945,pcs,680.00,,BAR_DAIRY,,
123,"Молоко Просто 2,5%",4870004711501,pcs,580.00,,BAR_DAIRY,,
128,Сырок творож. глазирован бел. шок с карамелью 23% 50 г (12) Кизк,4602358006992,pcs,480.00,,BAR_DAIRY,,
133,Сырок творож. глазирован. Моя столица на бискв. с наполн Ром МДЖ 23% 65 г (20),4810073008423,pcs,525.00,,BAR_DAIRY,,
138,"Биойогурт клубника-банан со злаками, 1,5%, пюрпак, 450 г.",4870005358958,pcs,575.00,,BAR_DAIRY,,
143,"Йогурт ложковый Эмиль клубника 2,5% стакан 275 г",4870005359368,pcs,510.00,,BAR_DAIRY,,
148,"Кефир, 2,5%, пюрпак, 450 г.",4870005359009,pcs,480.00,,BAR_DAIRY,,
153,"Ряженка, 2,5%, пюрпак, 450 г.",4870005359177,pcs,450.00,,BAR_DAIRY,,
158,"Сметана, 15%, п/стакан, 380 г.",4870005350488,pcs,875.00,,BAR_DAIRY,,
163,"Творожная масса малина, 4,5%, п/стакан, 180 г.",4870005359573,pcs,580.00,,BAR_DAIRY,,
168,"Творожная масса с курагой, 4,5%, п/стакан, 180 г.",4870005352888,pcs,585.00,,BAR_DAIRY,,
173,"Токтамыш, 2,5%, пюрпак, 900 г.",4870005359030,pcs,860.00,,BAR_DAIRY,,
178,"кефир 2,5%, 0,450 кг. п\п Натиже",4870003750273,pcs,265.00,,BAR_DAIRY,,
183,"Молоко 2,2% 0,9 л ф/п Натиже",4870003750358,pcs,,,BAR_DAIRY,,
188,"Йогурт со вкусом манго - маракуйя 1,5% 0,45 кг п/п Натиже",4870003752932,pcs,,,BAR_DAIRY,,
193,"MIO-S смородина - малина - ромашка 1,5% 0,45 кг п/п Натиже",4870003752949,pcs,,,BAR_DAIRY,,
198,"MIOS злаки-отруби 1,5% 0,9 кг п/п, шт Натиже",4870003753113,pcs,,,BAR_DAIRY,,
203,"Сметана 15%, 180 г.Натиже",4870003750129 2575002590012,pcs,395.00,,BAR_DAIRY,,
208,"Сметана 20%, 500 г. Натиже",4870003750495,pcs,,,BAR_DAIRY,,
213,"Творожная масса с изюмом н/ж, 200 г.Натиже",4870003750709,pcs,,,BAR_DAIRY,,
218,"Масло ""Крестьянское"" 71,5% соленое 0,250 г Натиже",4870003753311,pcs,,,BAR_DAIRY,,
223,"MIOS Йогурт ""Греческий"" 6% 0,14 кг п/ст, шт Натиже",4870003752956,pcs,,,BAR_DAIRY,,
228,Сыр плавленый Английский 140гр. п/ст Натиже,4870003751720,pcs,,,BAR_DAIRY,,
233,"Сыр мягкий Моцарелла 0,250кгНатиже",4870003752079,pcs,1745.00,,BAR_DAIRY,,
238,С соленым кунжутом 500 г Натиже,4870003753038,pcs,,,BAR_DAIRY,,
243,"кефир ""Classic"" 1%, 0,9 кгНатиже",4870003751492,pcs,495.00,,BAR_DAIRY,,
248,Активиа 270гр Персик,4870206414996,pcs,510.00,,BAR_DAIRY,,
253,Активиа 670 г Злаки,4870206411742,pcs,930.00,,BAR_DAIRY,,
258,"Актимель 1*95 г., Гранатовый",8696368202563,pcs,310.00,,BAR_DAIRY,,
263,Актимель КИДС клубника банан,8696368202617,pcs,310.00,,BAR_DAIRY,,
268,Растишка коктейль 210 г. Бабл гам,4600605029039,pcs,490.00,,BAR_DAIRY,,
273,"Сырок сгущенка, 40 г, 20%",4600605028872,pcs,465.00,,BAR_DAIRY,,
278,Данон 670 г Клубника,4870206415368,pcs,770.00,,BAR_DAIRY,,
283,Творог десерт 130 г персик,4600605032527,pcs,350.00,,BAR_DAIRY,,
288,Сметана Зенченко 15%-400гр,4870006420869,pcs,735.00,,BAR_DAIRY,,
293,"Сливки Президент для соуса 23% 0,20 г.",4601662006452,pcs,900.00,,BAR_DAIRY,,
298,"Творог ""Родина"" со сливками 300гр 5%",2500302650012,pcs,425.00,,BAR_DAIRY,,
303,"Сметана ""Родина"" 400гр-20%",4870005730112,pcs,770.00,,BAR_DAIRY,,
308,"Айран турецкий 1,2%-1 л Эмиль",4870132003653,pcs,735.00,,BAR_DAIRY,,
313,Сметана Эмиль 20% 400гр,4870132001741,pcs,790.00,,BAR_DAIRY,,
318,Сыр плавленый Hohland Чизбургер 150гр,4607004890086,pcs,1280.00,,BAR_DAIRY,,
323,Сыр плавленый Hohland Тройное удовольствие 140гр,4607004892806,pcs,1240.00,,BAR_DAIRY,,
328,Сыр плавленый Hohland грибы 200гр,4607004890185,pcs,1775.00,,BAR_DAIRY,,
333,Сыр плавленый Hohland Фетакса 200гр,4607004892608,pcs,1700.00,,BAR_DAIRY,,
338,"АйранТурецкий Гормол 1,5%- 250гр",4870212681924,pcs,200.00,,BAR_DAIRY,,
343,"Сметана, 20% п/стакан, 380 г.",4870250270098,pcs,1115.00,,BAR_DAIRY,,
348,"Йогурт (Персик) 0,45 л 1,5% Село Лесное.",4870210770613,pcs,440.00,,BAR_DAIRY,,
353,"Айран 0,3 л 1,5% Село Лесное.",4870210771023,pcs,230.00,,BAR_DAIRY,,
358,Сметана 360 г 15% Село Лесное.,4870064001147,pcs,745.00,,BAR_DAIRY,,
363,Тан классический 1 л ПЭТ.,4870052001937,pcs,450.00,,BAR_DAIRY,,
368,Сыр Emir Адыгея вес,2500400130010,kg,2920.00,,BAR_DAIRY,,
373,Сыр Emir Невский плав 200гр,4870021100180,pcs,705.00,,BAR_DAIRY,,
378,Сметана Простаквашино 15% 300гр,4600605029275,pcs,975.00,,BAR_DAIRY,,
383,"Сливки Чудское озеро 10%-0,2 л",4600765025995,pcs,500.00,,BAR_DAIRY,,
388,Сыр KarKara Голандский особый 45%-200гр,4811277012797,pcs,1345.00,,BAR_DAIRY,,
393,"Сырок Глазировный Молоко сгущеное 26%,-36гр",4820000950220 4820000952378,pcs,240.00,,BAR_DAIRY,,
398,"Молоко сгущен Лакомка 8,5%- 360 жб",4870144747590,pcs,530.00,,BAR_DAIRY,,
403,Молоко конц Петропавловское 20%-500 мл,4870144749419,pcs,875.00,,BAR_DAIRY,,
408,"Молоко сгущен Буренка 8,5%- 450гр б.п",4870144740454,pcs,820.00,,BAR_DAIRY,,
413,"Молоко Петропавловское 6%-0,9 л",4870144749952,pcs,665.00,,BAR_DAIRY,,
418,"Йогурт Манго 0,5 л 1,5% Село Лесное.",4870210771863,pcs,440.00,,BAR_DAIRY,,
423,"Молоко Питьевое Чудское Озеро 3,2%-1 л",4600765026800,pcs,745.00,,BAR_DAIRY,,
428,Сыр чечел палочки копчен 50гр,792649190371,pcs,505.00,,BAR_DAIRY,,
433,"БиоЛайф 1 л 2,5% Село Лесное.",4870210770729,pcs,675.00,,BAR_DAIRY,,
438,Курт круглый 100 г. Султан-Ата.,4870001028534,pcs,615.00,,BAR_DAIRY,,
443,Напиток б/а на раст. сырье минд. у/паст Миндальное молоко Т3 CREMART.,4607021591522,pcs,1345.00,,BAR_DAIRY,,
448,Pan Smetankoфф Сыр 200 г Сметанковый мдж 50% фасовка.,2500408330016 4810268055386,pcs,1250.00,,BAR_DAIRY,,
453,Номад Сыр Тильзитер мдж 45% фас.200 г.,4811277012841,pcs,1120.00,,BAR_DAIRY,,
458,Сыр творожный Виолетта 140 г с креветками мдж 70%.,4600493811020,pcs,1010.00,,BAR_DAIRY,,
463,"Молоко концентрированное стерилизованное цельное жирность 8,6% 300 г. Три Желания.",4870035009042,pcs,685.00,,BAR_DAIRY,,
468,"Сыр плавленный ""С ветчиной"" 200 г",4870007492315,pcs,755.00,,BAR_DAIRY,,
473,"Масло ""Вкусные"" 0,2 72,5% Флоу/пак",4870007492063,pcs,695.00,,BAR_DAIRY,,
478,Напиток овсян NEMOLOKO классич 1 л,4680019561981,pcs,990.00,,BAR_DAIRY,,
483,Напиток овсян NEMOLOKO клас витамин В2-1 л,4680019560922,pcs,1150.00,,BAR_DAIRY,,
488,"Молоко ДЕП ультра микроэлементы 2,5%-500гр",4870144005348,pcs,300.00,,BAR_DAIRY,,
493,"Молочн коктейль ДЕП Клубника 1,8%-500гр",4870144005447,pcs,600.00,,BAR_DAIRY,,
498,Pan Smetankoфф Сыр 300 г Сливочный мдж 50% фасовка.,4810268055416,pcs,1775.00,,BAR_DAIRY,,
503,Коктейль Чуда жидкий шоколад 200 мл,4607014822909,pcs,480.00,,BAR_DAIRY,,
508,Сыр плав. Президент 150 г 45% Сливочный,4607037121560,pcs,1075.00,,BAR_DAIRY,,
513,"БИО С Карамель 3,2% 0,5 кг",4870207314257,pcs,440.00,,BAR_DAIRY,,
518,Сыр плав. Президент 140 г 45% с Грибами круг.,4607037120037,pcs,1040.00,,BAR_DAIRY,,
523,"Сыр ""Сулугуни"" 45% 280гр",4870005359481,pcs,1740.00,,BAR_DAIRY,,
528,"Молоко сгущен Буренка 8,5%- 360гр жб",4870144740461,pcs,680.00,,BAR_DAIRY,,
533,Сыр чечел ассорти особое100гр Мета,4610043821461,pcs,1020.00,,BAR_DAIRY,,
538,Напиток Миндальный NEMOLOKO витамин и мин вещ1 л,2595609310011,pcs,,,BAR_DAIRY,,
543,"Цельное молоко сгущенное с сахаром 8,5% ж/б 360 г.(чашка)",2500507930018,pcs,,,BAR_DAIRY,,
548,Актимель 1*95 г Черника,8696368202587,pcs,310.00,,BAR_DAIRY,,
553,Сыр плавленый Hohland Сливочный 400гр,4607004890154,pcs,3130.00,,BAR_DAIRY,,
558,Сметана 20% 180 г Гормолзавод,4870212681542,pcs,450.00,,BAR_DAIRY,,
563,"Напиток овсян NEMOLOKO клас. витамин минер 0,2 л",4680019568393,pcs,290.00,,BAR_DAIRY,,
568,Сыр плав. Президент 300 г 45% Сливочный,4607037122000,pcs,1365.00,,BAR_DAIRY,,
573,"Живой Груша-Карамель 2% 0,280",4870207314387,pcs,400.00,,BAR_DAIRY,,
578,"Питьевой йогурт Чернослив 2% 0,9 кг",4870207314813,pcs,680.00,,BAR_DAIRY,,
583,Белебей Сыр Гауда Экстра особый мдж 45% фас.190 г.,4607070735779,pcs,1145.00,,BAR_DAIRY,,
588,Сливки Петропавловское 15%-250 мл,4870144749389,pcs,455.00,,BAR_DAIRY,,
593,"Молоко для производ 1,5% 1 л.",2500802200014,kg,630.00,,BAR_DAIRY,,
598,Сыр плав. Президент 50 г 45% Сливочный,4607037121867,pcs,310.00,,BAR_DAIRY,,
603,Курт молочный мелкий 30 г,4870200401046,pcs,175.00,,BAR_DAIRY,,
608,"Молоко конц Петропавловское 7,1%-250 мл",4870144741536,pcs,370.00,,BAR_DAIRY,,
613,Сыр Гудовский косичка копченый 100 г.,4627140960368,pcs,595.00,,BAR_DAIRY,,
618,"Творог Домашний Рассыпчатый Президент 9% 0,35 кг",4870207313069,pcs,870.00,,BAR_DAIRY,,
623,"молоко топленое 0,93 л 4%""Село Лесное",4870210770514,pcs,685.00,,BAR_DAIRY,,
628,"Крестьянское Особое 82,5% 180гр (эколин)",4870001420055,pcs,675.00,,BAR_DAIRY,,
633,"Десертная творожная масса 350гр сладкая ""Абрикос"" 20%",4870001421915,pcs,980.00,,BAR_DAIRY,,
638,"Коктейль Молочный ""ТОП"" мдж 2% какао и молочный шоколад ПЭТ 450гр",4810268049101,pcs,750.00,,BAR_DAIRY,,
