global_row,name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
0,Коктейль Чудо банан 200 мл,4610082840836,pcs,450.00,Коктейль с банановым вкусом.,BAR_DAIRY,,
5,Коктейль Чудо банан 950 г,4610082840829,pcs,1300.00,Коктейль с банановым вкусом.,BAR_DAIRY,,
10,Домик в деревне молоко 6% 950 г,4607014826570,pcs,1090.00,Молоко с 6% жирности.,BAR_DAIRY,,
15,"Молоко Мое 6% 0,95 л",4870002324567,pcs,1035.00,Молоко с 6% жирности.,BAR_DAIRY,,
20,"Сырок Глазир Чудо 28,7% Кокос",4607041420291,pcs,420.00,"Сырок с кокосовым вкусом и 28,7% жирности.",BAR_DAIRY,Чудо,
25,Чудо Десерт Взбитый Клубника Земляника 4% 100 г,4690228006968,pcs,460.00,Взбитый десерт с клубничным и земляничным вкусом.,BAR_DAIRY,,
30,"Чудо Продолжение Йогурт Персик Манго 2,5% 115 г",4690228008757,pcs,285.00,Йогурт с персиковым и манговым вкусом.,BAR_DAIRY,Чудо,
35,Ламбер Сыр 55% 230 г,4690228109089,pcs,1880.00,Сыр с 55% жирности.,BAR_DAIRY,Ламбер,
40,"Кефир ФМ 2,5% 1 кг",4870055000852,pcs,570.00,"Кефир с 2,5% жирности.",BAR_DAIRY,,
45,"БИО С Ваниль 3,2% 0,5 кг",48700055000197 48700055000192 4870055000197,pcs,460.00,"Био-продукт с ванильным вкусом и 3,2% жирности.",BAR_DAIRY,,
50,"Снежок 2% 0,45 кг",4870207312383 4870207312381,pcs,390.00,Снежок с 2% жирности.,BAR_DAIRY,,
55,"Питьевой йогурт Клубника 2% 0,90 кг",4870207313281,pcs,700.00,Питьевой йогурт с клубничным вкусом и 2% жирности.,BAR_DAIRY,,
60,"Сметана Президент 20% 0,20 кг",4870055001798 4870055001792,pcs,500.00,Сметана с 20% жирности.,BAR_DAIRY,Президент,
65,"Сметана Домашняя Президент 25% 0,385 кг",4870207310563,pcs,900.00,Домашняя сметана с 25% жирности.,BAR_DAIRY,Президент,
70,"Йогурт греческий Ваниль 7,0% 0,130 кг",4870207313724,pcs,360.00,Греческий йогурт с ванильным вкусом и 7% жирности.,BAR_DAIRY,,
75,"Йогурт Клубника 1,5% 0,110гр",4870207313366,pcs,235.00,Нежный йогурт с клубничным вкусом.,BAR_DAIRY,,
80,Сыр плавленый Президент 140 г 45%,4607037120013,pcs,1080.00,Плавленый сыр с высоким содержанием жира.,BAR_DAIRY,Президент,
85,Сыр плавленый Президент 400 г 45%,4607037123892,pcs,2115.00,Плавленый сыр с высоким содержанием жира.,BAR_DAIRY,Президент,
90,"Творожок Сузбеше ФМ Персик 4% 0,1 кг.",4870055002504,pcs,325.00,Нежный творожок с персиковым вкусом.,BAR_DAIRY,Сузбеш,
95,"Ряженка ФМ 2,5% 1,0 кг",4870055006144,pcs,705.00,Классическая ряженка с низким содержанием жира.,BAR_DAIRY,,
100,"Му-у молочный коктейль ФМ Персик 2% 0,200 мл",4870207314578,pcs,350.00,Освежающий молочный коктейль с персиковым вкусом.,BAR_DAIRY,ФМ,
105,"Сливки Президент для соуса 23% 0,50 г.",4601662006438,pcs,1880.00,Сливки для приготовления соусов с высоким содержанием жира.,BAR_DAIRY,Президент,
110,Каймак Домашний 245гр Айжан ИП,2500204530016,pcs,990.00,Домашний каймак с насыщенным вкусом.,BAR_DAIRY,Айжан,
115,Творог домашний 300 г Султан-Ата,4870001029135,pcs,700.00,Натуральный домашний творог.,BAR_DAIRY,Султан-Ата,
120,"Молоко Новый день 2,5% 1 л",4870004710771,pcs,605.00,Свежайшее молоко с низким содержанием жира.,BAR_DAIRY,Новый день,
125,Молоко Просто 6%,4870004711549,pcs,655.00,Молоко с высоким содержанием жира.,BAR_DAIRY,,
