global_row,name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
0,Коктейль Чуда банан 200 мл,4610082840836,pcs,450.00,,BAR_DAIRY,,
5,Коктейль Чуда банан 950 г,4610082840829,pcs,1300.00,,BAR_DAIRY,,
10,Домик в деревне молоко 6% 950 г,4607014826570,pcs,1090.00,,BAR_DAIRY,,
15,"Молоко Мое 6% 0,95 л",4870002324567,pcs,1035.00,,BAR_DAIRY,,
20,"Сырок Глазир Чудо 28,7% Кокос.",4607041420291,pcs,420.00,,BAR_DAIRY,,
25,Чуда ДесТворВзб КлубЗемл.4% 100 г,4690228006968,pcs,460.00,,BAR_DAIRY,,
30,"Чудо ПродЙог ПерсМанг 2,5% 115 г",4690228008757,pcs,285.00,,BAR_DAIRY,,
35,Ламбер Сыр 55% 230 г,4690228109089,pcs,1880.00,,BAR_DAIRY,,
40,"Кефир ФМ 2,5% 1 кг",4870055000852,pcs,570.00,,BAR_DAIRY,,
45,"БИО С Ваниль 3,2% 0,5 кг",48700055000197 48700055000192 4870055000197,pcs,460.00,,BAR_DAIRY,,
50,"Снежок 2% 0,45 кг",4870207312383 4870207312381,pcs,390.00,,BAR_DAIRY,,
55,"Питьевой йогурт Клубника 2% 0,90 кг",4870207313281,pcs,700.00,,BAR_DAIRY,,
60,"Сметана Президент 20% 0,20 кг",4870055001798 4870055001792,pcs,500.00,,BAR_DAIRY,,
65,"Сметана Домашняя Президент 25% 0,385 кг",4870207310563,pcs,900.00,,BAR_DAIRY,,
70,"Йогурт греческий Ваниль 7,0% 0,130 кг",4870207313724,pcs,360.00,,BAR_DAIRY,,
75,"Йогурт Клубника 1,5% 0,110гр",4870207313366,pcs,235.00,,BAR_DAIRY,,
80,Сыр плав. Президент 140 г 45% Сливочный круг.,4607037120013,pcs,1080.00,,BAR_DAIRY,,
85,Сыр плав. Президент 400 г 45% Мааздам ванна.,4607037123892,pcs,2115.00,,BAR_DAIRY,,
90,"Творожок Сузбеше ФМ Персик 4% 0,1 кг.",4870055002504,pcs,325.00,,BAR_DAIRY,,
95,"Ряженка ФМ 2,5% 1,0 кг.",4870055006144,pcs,705.00,,BAR_DAIRY,,
100,"Му-у молочный коктейль ФМ Персик 2% 0,200 мл",4870207314578,pcs,350.00,,BAR_DAIRY,,
105,"Сливки Президент для соуса 23% 0,50 г.",4601662006438,pcs,1880.00,,BAR_DAIRY,,
110,Каймак Домашний 245гр Айжан ИП,2500204530016,pcs,990.00,,BAR_DAIRY,,
115,Творог домашний 300 г.Султан-Ата.,4870001029135,pcs,700.00,,BAR_DAIRY,,
