barcode,old_name,new_name,brand,productDesc,confidence,changes
4607012937421 4607014824453,Коктейль Чуда шоколадный 950 г,Коктейль Чудо шоколадный 950 г,,Шоколадный коктейль с высоким содержанием вкуса.,high,"{""spelling"": true, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4607014826563,"Домик в деревне молоко 3,2% 950 г","Домик в деревне молоко 3,2% 950 г",,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4607025396956,Домик в деревне сливки 10% 480 г,Домик в деревне сливки 10% 480 г,,Сливки с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4607041420307,"Сырок Глазир Чудо 25,6% Шоколад.","Сырок Глазир Чудо 25,6%",Чудо,Шоколадный сырок с глазурью.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": false}"
4690228006920,"Творожные десерт Чудо 4,2% 100 г Черника.","Творожный десерт Чудо 4,2% 100 г Черника",Чудо,Творожный десерт с черникой.,high,"{""spelling"": true, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4690228008733,"Чудо ПродЙог КлубЗемл 2,5% 115 г","Чудо ПродЙог Клубника 2,5% 115 г",Чудо,Йогурт с клубникой и низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4690228015441,Ламбер Сыр 50% 230 г,Ламбер Сыр 50% 230 г,,Сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207314295,"Молоко низколактозное Лактель ФМ 'Легкое утро' 2,5% 1 л","Молоко низколактозное Лактель 'Легкое утро' 2,5% 1 л",Лактель,Низколактозное молоко для легкого усвоения.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207311485,"Кефир ФМ 1% 0,9 кг","Кефир ФМ 1% 0,9 кг",,Кефир с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207311850,"БИО С Ваниль 3,2% 0,9 кг","БИО С Ваниль 3,2% 0,9 кг",,Биойогурт с ванилью.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207312130,"Питьевой йогурт Клубника 2% 0,45 кг","Питьевой йогурт Клубника 2% 0,45 кг",,Йогурт с клубникой.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870055002542 4870055002542,"Сметана Президент 20% 0,40 кг","Сметана Президент 20% 0,40 кг",Президент,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870006540208,"Сметана Президент 10% 0,20 кг","Сметана Президент 10% 0,20 кг",Президент,Сметана с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207314011,"Творог Домашний Рассыпчатый Президент 9% 0,45 кг","Творог Домашний Рассыпчатый Президент 9% 0,45 кг",Президент,Рассыпчатый творог домашнего производства.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207314394,"Йогурт греческий Натуральный 8,4% 0,300 кг","Йогурт греческий Натуральный 8,4% 0,300 кг",,Греческий йогурт с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
2500203980010,Сыр Мастер Российский 50% пленка.,Сыр Мастер Российский 50%,Мастер,Качественный сыр с содержанием жира 50%.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": false}"
4607037122840,Сыр плавленый Президент Бри 45% 200 г.,Сыр плавленый Президент Бри 45% 200 г,Президент,Плавленый сыр Бри с содержанием жира 45%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}"
4870055002481,"Творожок Сузбеше ФМ Клубника 4% 0,1 кг.","Творожок Сузбеш ФМ Клубника 4% 0,1 кг",Сузбеш,Творожок с клубничным вкусом и содержанием жира 4%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}"
2500203670010,Сыр Сментанковый вес,Сыр Сметанковый,,Сыр с характерным сметанным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207314929,Му-у молочный коктейль ФМ Клубника 2% 1 л.,Молочный коктейль Му-у Клубника 2% 1 л,Му-у,Коктейль с клубничным вкусом и содержанием жира 2%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}"
4601662006476,"Сливки Президент 11% 0,50 г","Сливки Президент 11% 0,50 г",Президент,Сливки с содержанием жира 11%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}"
2500204520017,Каймак Домашний 340 г Айжан ИП,Каймак Домашний 340 г,Домашний,"Каймак с домашним вкусом, 340 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870001029487,Сметана домашний 285 г. Султан-Ата.,Сметана домашняя 285 г,Султан-Ата,"Домашняя сметана, 285 г.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870004711969,Молоко Новый день 6% 1 лТетрапак с крышка.,Молоко Новый день 6% 1 лТетрапак с крышка.,Новый день,"Молоко с содержанием жира 6%, 1 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870004711525,"Молоко Просто 3,2%","Молоко Просто 3,2%",Просто,"Молоко с содержанием жира 3,2%.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4810073009154,Сырок творож глазирован Крем-Брюле Солёная карамель МДЖ 15% 40 г (30),Сырок творожный глазированный Крем-Брюле Солёная карамель 15% 40 г,МДЖ,"Глазированный творожный сырок с соленой карамелью, 15% жира, 40 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4810073009093,Сырок творож. глазирован.на венской вафле МАЛИНА МДЖ 23% 65 г (20),Сырок творожный глазированный на венской вафле Малина 23% 65 г,МДЖ,"Глазированный творожный сырок с малиной на венской вафле, 23% жира, 65 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870005358965,"Биойогурт малина со злаками, 1,5%, пюрпак, 450 г.","Биойогурт малина со злаками 1,5% 450 г",,"Биойогурт с малиной и злаками, 1,5% жира, 450 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870005359351,"Йогурт ложковый Эмиль малина 2,5% стакан 275 г","Йогурт ложковый Эмиль малина 2,5% 275 г",Эмиль,"Ложковый йогурт с малиной, 2,5% жира, 275 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870005358996,"Кефир, 2,5%, пюрпак, 900 г.","Кефир 2,5% 900 г",,"Кефир с содержанием жира 2,5%, 900 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870005359016,"Ряженка, 2,5%, пюрпак, 900 г.","Ряженка 2,5% 900 г",,Кисломолочный продукт в упаковке пюрпак.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870005359023,"Снежок, 2,5%, Эмиль пюрпак, 450 г.","Снежок, 2,5%, Эмиль пюрпак, 450 г.",Эмиль,Кисломолочный продукт в упаковке пюрпак.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870005352840,"Творожная масса с ванилином, 4,5%, п/стакан, 180 г.","Творожная масса с ванилином 4,5% 180 г",,Творожная масса с добавлением ванилина.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870005359344,Творожный десерт клубника 10% 165 г пэт стакан,Творожный десерт клубника 10% 165 г,,Десерт на основе творога со вкусом клубники.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870001154462,"Молоко Мое 2,5% 0,95 л","Молоко Мое 2,5% 0,95 л",Мое,Пастеризованное молоко.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870003751065,"кефир 2,5%, 1 кг. ф\п Натиже","кефир 2,5%, 1 кг. ф\п Натиже",,Кисломолочный продукт.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870003750983,"Молоко 3,2% 0,9 л ф/п Кокшетау Натиже","Молоко 3,2% 0,9 л ф/п Кокшетау Натиже",Кокшетау,Пастеризованное молоко.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870003750808,"MIO-E с вит. Злаки-Отруби 1,5% 0,45 кг. Натиже","MIO-E с вит. Злаки-Отруби 1,5% 0,45 кг",Натиже,Кисломолочный продукт с добавлением витаминов и злаков.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870003752604,"Живой йогурт со вкусом малины 1,5% 0,9 кг п/п Натиже","Живой йогурт со вкусом малины 1,5% 0,9 кг",Натиже,Йогурт с пробиотиками и малиновым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870003751089,"Нарине-л 1,5%, 0,45 кгНатиже","Нарине-л 1,5% 0,45 кг",Натиже,Кисломолочный продукт с пробиотиками.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003750259,"Сметана 15%, 360 г.Натиже",Сметана 15% 360 г,Натиже,Кисломолочный продукт с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003750556,"Творог ""Крестьянский"" 4%, 200 г.Натиже","Творог ""Крестьянский"" 4% 200 г",Крестьянский,Творог с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003751386,"Твор. масса Протейн+ Персик-Маракуя 1,5%, 140 г.Натиже","Творожная масса Протейн+ Персик-Маракуя 1,5% 140 г",,Творожная масса с добавлением персика и маракуйи.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003751768,"Завтрак с овсянкой, цветочным медом и пробиотиками 2,5% 0,14 кг п/ст Натиже","Завтрак с овсянкой, медом и пробиотиками 2,5% 0,14 кг",Натиже,Завтрак с овсянкой и пробиотиками.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870003752512,"Йогурт греческий 6% 0,14 кг п/ст Натиже","Йогурт греческий 6% 0,14 кг",Натиже,Греческий йогурт с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003751713,Сыр плавленый Итальянский 140гр. п/ст Натиже,Сыр плавленый Итальянский 140гр. п/ст Натиже,Натиже,Плавленый сыр с итальянским вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003753007,Сливочное 500 г Натиже,Сливочное масло 500 г,Натиже,Сливочное масло для приготовления и выпечки.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870246170012,Сливочное 250 г Натиже,Сливочное масло 250 г,Натиже,Сливочное масло для кулинарии.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870206411667 4870206415535,Активиа Йогурт 120 г. мюсли,Йогурт Активиа 120 г с мюсли,Активиа,Йогурт с мюсли для здорового завтрака.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870206411612,Активиа 270 г Земляника-Клубника,Йогурт Активиа 270 г Земляника-Клубника,Активиа,Йогурт с земляникой и клубникой.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870206411735,Активиа 670 г Клубника-Земляника,Йогурт Активиа 670 г Клубника-Земляника,Активиа,Клубничный йогурт с земляникой.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
8696368202556,"Актимель 1*95 г., Клубничный",Актимель 95 г Клубничный,Актимель,Клубничный напиток для активного образа жизни.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
8696368202655,Актимель КИДС малиновое мороженое,Актимель КИДС малиновое мороженое,Актимель,Напиток для детей с малиновым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4600605026878,Растишка коктейль 210 г. ваниль,Растишка коктейль 210 г ваниль,,Коктейль с ванильным вкусом для детей.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4600605028834,"Сырок клубника, 40 г, 20%",Сырок клубничный 40 г 20%,,Клубничный сырок с 20% жирности.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870206415375,Данон 670 г Малина,Йогурт Данон 670 г Малина,Данон,Малиновый йогурт для всей семьи.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4810108009876,"ШД молоко 300 г 7,1% ж/б","Молоко ШД 300 г 7,1%",,Молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870006420074,Сметана Зенченко 20%-200гр,Сметана Зенченко 20%-200гр,Зенченко,Сметана с 20% жирности.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
8606002116156,"Сыр рассольный Брынза Президент 0,25 кг. 45%.","Сыр рассольный Брынза Президент 0,25 кг. 45%.",Президент,Сыр брынза с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870005730167,Творог Родина со сливками 300гр 5%,Творог Родина со сливками 300гр 5%,Родина,Творог со сливками для нежного вкуса.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870005730051,"Сметана ""Родина"" 400гр- 30%","Сметана ""Родина"" 400гр- 30%",Родина,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
