global_row,name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
1,Коктейль Чудо клубника 200 мл,46009490100205 4600949010205 4607014822640,pcs,480.00,Коктейль с клубникой в упаковке 200 мл.,BAR_DAIRY,,
6,Коктейль Чудо ягодное мороженое 950 г,4607014822398 4607014827560,pcs,1300.00,"Коктейль с ягодным мороженым, 950 г.",BAR_DAIRY,,
11,Домик в деревне сливки 10% 200 г,4607025396833,pcs,555.00,Сливки 10% в упаковке 200 г.,BAR_DAIRY,,
16,ВБД Чудо Йогурт Вишня-Черешня 2% 290 г,4690228107313,pcs,625.00,"Йогурт с вишней и черешней, 290 г.",BAR_DAIRY,,
21,"Творожный десерт Чудо 4,2% персик-маракуйя",4690228008009,pcs,430.00,"Творожный десерт с персиком и маракуйей, 4,2%, 100 г.",BAR_DAIRY,Чудо,
26,"Чудо Йогурт Вишня-Черешня 1,9% 260 г",4690228106804,pcs,575.00,"Йогурт с вишней и черешней, 1,9%, 260 г.",BAR_DAIRY,Чудо,
31,"Чудо Продолжительный Йогурт Персик-Маракуйя 2,5% 115 г",4690228108808,pcs,285.00,"Продолжительный йогурт с персиком и маракуйей, 2,5%, 115 г.",BAR_DAIRY,Чудо,
36,"Молоко низколактозное Лактель 'Легкое утро' 3,25% 1 л",4870207314301,pcs,910.00,"Низколактозное молоко, 3,25%, 1 л.",BAR_DAIRY,Лактель,
41,"Кефир 2,5% 0,5 кг",4870055000166,pcs,355.00,"Кефир 2,5%, 500 г.",BAR_DAIRY,,
46,"БИО С Ванилью 3,2% 1 кг",4870055004287 4870055004282,pcs,745.00,"БИО-продукт с ванилью, 3,2%, 1 кг.",BAR_DAIRY,,
51,"Снежок 2% 0,90 кг",4870207313229 4870207313221,pcs,660.00,"Снежок, 2%, 900 г.",BAR_DAIRY,,
56,"Питьевой йогурт Лесные ягоды 2% 0,45 кг",4870207314202,pcs,460.00,"Питьевой йогурт с лесными ягодами, 2%, 450 г.",BAR_DAIRY,,
61,"Сметана Президент 15% 0,40 кг",4870055001231 4870055001232,pcs,735.00,"Сметана 15%, 400 г.",BAR_DAIRY,Президент,
66,"Творог Домашний Рассыпчатый Президент 0,1% 0,20 кг",4870207313960,pcs,570.00,"Творог домашний рассыпчатый, 0,1%, 200 г.",BAR_DAIRY,,
71,"Йогурт греческий Клубника 7,2% 0,130 кг",4870207313335,pcs,360.00,"Греческий йогурт с клубникой, 7,2%, 130 г.",BAR_DAIRY,,
76,"Йогурт Персик 1,5% 0,110гр",4870207313533,pcs,240.00,Нежный йогурт с вкусом персика.,BAR_DAIRY,,
81,Сыр плавленый Президент 200 г 45%,4607037120020,pcs,1235.00,Плавленый сыр с высоким содержанием жира.,BAR_DAIRY,Президент,
86,Сыр плавленый Президент 140 г 45% Чеддер,4607037122598,pcs,1080.00,Плавленый сыр Чеддер с высоким содержанием жира.,BAR_DAIRY,Президент,
91,"Ряженка ФМ 2,5% 0,5 кг.",4870055000043,pcs,400.00,Натуральная ряженка с низким содержанием жира.,BAR_DAIRY,ФМ,
96,"Молоко Лактель с витамином Д 1,5% 1 л",4870055002672,pcs,660.00,Молоко с добавлением витамина Д.,BAR_DAIRY,Лактель,
101,"Му-у молочный коктейль ФМ Шоколад 2% 0,200 мл",4870055000890,pcs,350.00,Вкусный шоколадный молочный коктейль.,BAR_DAIRY,ФМ,
106,"Сыр рассольный Брынза Президент 0,25 кг. 45%.",8606002113131,pcs,1805.00,Соленая брынза с высоким содержанием жира.,BAR_DAIRY,Президент,
111,Каймак Домашний 195гр Айжан ИП,2500204540015,pcs,785.00,Натуральный каймак с богатым вкусом.,BAR_DAIRY,Домашний,
116,"Молоко Новый день 2,5% 1 л",4870004711921,pcs,640.00,Молоко с низким содержанием жира в упаковке Тетрапак.,BAR_DAIRY,Новый день,
121,"Молоко Новый день 3,2% 1 л",4870004710795,pcs,620.00,Молоко с повышенным содержанием жира.,BAR_DAIRY,Новый день,
126,Сырок творожный глазированный в темном шоколаде 23% 50 г,4602358005575,pcs,480.00,Глазированный творожный сырок с высоким содержанием жира.,BAR_DAIRY,,
131,Сырок творожный глазированный Шок-орех с фундуком 15% 40 г,4810073009161,pcs,265.00,Творожный сырок с ореховым вкусом.,BAR_DAIRY,,
136,Сырок творожный глазированный Пражский 23% 65 г,4810073007495,pcs,425.00,Творожный сырок с насыщенным вкусом.,BAR_DAIRY,,
141,"Воздушное суфле клубника-шоколад 2,5% 160 г",4870005359399,pcs,540.00,Легкое суфле с клубничным и шоколадным вкусом.,BAR_DAIRY,,
146,"Йогурт питьевой Эмиль Клубника 1,5% 900 г",4870005357241,pcs,830.00,Питьевой йогурт с клубничным вкусом.,BAR_DAIRY,Эмиль,
151,"Масло сливочное Крестьянское 72,5% 200 г",4870005350587,pcs,1420.00,Сливочное масло с высоким содержанием жира.,BAR_DAIRY,Крестьянское,
156,Сметана из топленых сливок 15% 380 г,4870005357111,pcs,910.00,Сметана с низким содержанием жира.,BAR_DAIRY,,
161,"Творог, 5%, п/мешок, 380 г.",4870005359061,pcs,1160.00,Нежирный творог.,BAR_DAIRY,,
166,"Творожная масса с грецким орехом 4,5% 180 г",4870005352864,pcs,580.00,Творожная масса с добавлением грецких орехов.,BAR_DAIRY,,
171,Творожный десерт черника 10% 165 г,4870005359337,pcs,515.00,Десерт на основе творога с черникой.,BAR_DAIRY,,
176,"Молоко Мое Безлактоз 2,5% 0,95 л",4870002329722,pcs,990.00,Безлактозное молоко с низким содержанием жира.,BAR_DAIRY,Мое,
181,"Кефир Protein 1% 0,9 кг",4870003751492,pcs,,Кефир с низким содержанием жира.,BAR_DAIRY,Protein,
186,"Йогурт клубника-малина 1,5% 0,45 кг",4870003751300,pcs,355.00,Йогурт с клубникой и малиной.,BAR_DAIRY,,
191,"MIO-C с вит. Персик-Маракуйя 1,5% 0,45 кг",4870003750822,pcs,,Напиток с персиком и маракуйей.,BAR_DAIRY,MIO-C,
196,"Живой йогурт мадагаскарская ваниль с витамином 1,5% 0,9 кг",4870003753090,pcs,,Йогурт с мадагаскарской ванилью.,BAR_DAIRY,,
201,"Снежок 1,5% 0,9 кг",4870003750037,pcs,640.00,Нежирный йогурт.,BAR_DAIRY,,
206,Сметана 20% 180 г,4870003750570,pcs,420.00,Сметана с высоким содержанием жира.,BAR_DAIRY,,
211,Құрт соленый 12% 100 г,4870003750266,pcs,,Соленый курт с высоким содержанием жира.,BAR_DAIRY,,
216,"Творожная масса Протейн+ Злаки-Отруби 1,5% 140 г",4870003751393,pcs,,Творожная масса с добавлением злаков и отрубей.,BAR_DAIRY,Протейн+,
221,"Завтрак с овсянкой бананом и комплексом витаминов 2,5% 0,14 кг",4870003751775,pcs,385.00,Завтрак с овсянкой и бананом.,BAR_DAIRY,,
