global_row,name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
1,Коктейль Чуда клубника 200 мл,46009490100205 4600949010205 4607014822640,pcs,480.00,,BAR_DAIRY,,
6,Коктейль Чуда ягодно мороженое 950 г,4607014822398 4607014827560,pcs,1300.00,,BAR_DAIRY,,
11,Домик в деревне сливки 10% 200 г,4607025396833,pcs,555.00,,BAR_DAIRY,,
16,ВБД Чуда ЙогФр ВишЧереш 2% 290 г,4690228107313,pcs,625.00,,BAR_DAIRY,,
21,"Творожные десерт Чудо 4,2% 0,1 персик - маракурйя.",4690228008009,pcs,430.00,,BAR_DAIRY,,
26,"Чудо ЙогФр ВишЧереш 1,9% 260 г",4690228106804,pcs,575.00,,BAR_DAIRY,,
31,"Чудо ПродЙог ПерсМарак 2,5% 115 г",4690228108808,pcs,285.00,,BAR_DAIRY,,
36,"Молоко низколактозное Лактель ФМ 'Легкое утро' 3,25% 1 л",4870207314301,pcs,910.00,,BAR_DAIRY,,
41,"Кефир ФМ 2,5% 0,5 кг",4870055000166,pcs,355.00,,BAR_DAIRY,,
46,"БИО С Ваниль 3,2% 1 кг",4870055004287 4870055004282,pcs,745.00,,BAR_DAIRY,,
51,"Снежок 2% 0,90 кг",4870207313229 4870207313221,pcs,660.00,,BAR_DAIRY,,
56,"Питьевой йогурт Лесные ягоды 2% 0,45 кг",4870207314202,pcs,460.00,,BAR_DAIRY,,
61,"Сметана Президент 15% 0,40 кг",4870055001231 4870055001232,pcs,735.00,,BAR_DAIRY,,
66,"Творог Домашний Рассыпчатый Президент 0,1% 0,20 кг",4870207313960,pcs,570.00,,BAR_DAIRY,,
71,"Йогурт греческий Клубника 7,2% 0,130 кг",4870207313335,pcs,360.00,,BAR_DAIRY,,
76,"Йогурт Персик 1,5% 0,110гр",4870207313533,pcs,240.00,,BAR_DAIRY,,
81,Сыр плав. Президент 200 г 45% Сливочный ванна.,4607037120020,pcs,1235.00,,BAR_DAIRY,,
86,Сыр плав. Президент 140 г 45% Чеддер круг.,4607037122598,pcs,1080.00,,BAR_DAIRY,,
91,"Ряженка ФМ 2,5% 0,5 кг.",4870055000043,pcs,400.00,,BAR_DAIRY,,
96,"Лактель ФМ молоко с витамином Д 1,5% 1 л.",4870055002672,pcs,660.00,,BAR_DAIRY,,
101,"Му-у молочный коктейль ФМ Шоколад 2% 0,200 мл",4870055000890,pcs,350.00,,BAR_DAIRY,,
106,"Сыр рассольный Брынза Президент 0,25 кг. 45%.",8606002113131,pcs,1805.00,,BAR_DAIRY,,
111,Каймак Домашний 195гр Айжан ИП,2500204540015,pcs,785.00,,BAR_DAIRY,,
116,"Молоко Новый день 2,5% 1 лТетрапак с крышка.",4870004711921,pcs,640.00,,BAR_DAIRY,,
121,"Молоко Новый день 3,2% 1 л.",4870004710795,pcs,620.00,,BAR_DAIRY,,
126,Сырок творож глазирован в тёмном шок 23% 50 г (12) Кизк,4602358005575,pcs,480.00,,BAR_DAIRY,,
131,Сырок творож глазир Шок-орех шок с напол Фундук в шок МДЖ 15% 40 г (30),4810073009161,pcs,265.00,,BAR_DAIRY,,
136,Сырок творож. глазирован. Пражский МДЖ 23% 65 г (20),4810073007495,pcs,425.00,,BAR_DAIRY,,
141,"Воздушное суфле клубника-шоколад 2,5% пэт стакан 160 г.",4870005359399,pcs,540.00,,BAR_DAIRY,,
146,"Йогурт питьевой Эмиль Клубника 1,5% пэт бут 900 г",4870005357241,pcs,830.00,,BAR_DAIRY,,
151,"Масло сливочное Крестьянское, 72,5%, контейнер, 200 г.",4870005350587,pcs,1420.00,,BAR_DAIRY,,
156,"Сметана из топленых сливок, 15%, п/стакан, 380 г.",4870005357111,pcs,910.00,,BAR_DAIRY,,
161,"Творог, 5%, п/мешок, 380 г.",4870005359061,pcs,1160.00,,BAR_DAIRY,,
166,"Творожная масса с грецким орехом, 4,5%, п/стакан, 180 г.",4870005352864,pcs,580.00,,BAR_DAIRY,,
171,Творожный десерт черника 10% 165 г пэт стакан,4870005359337,pcs,515.00,,BAR_DAIRY,,
176,"Молоко Мое Безлактоз 2,5% 0,95 л",4870002329722,pcs,990.00,,BAR_DAIRY,,
181,"кефир ""Protein"" 1%, 0,9 кгНатиже",4870003751492,pcs,,,BAR_DAIRY,,
186,"Йогурт клубника-малина 1,5%, 0,45 кгНатиже",4870003751300,pcs,355.00,,BAR_DAIRY,,
191,"MIO-C с вит. Персик-Маракуйя 1,5% 0,45 кг. Натиже",4870003750822,pcs,,,BAR_DAIRY,,
196,"Живой йогурт мадагаскарская ваниль с витамином 1,5% 0,9 кг п/п Натиже",4870003753090,pcs,,,BAR_DAIRY,,
201,"Снежок 1,5%, 0,9 кгНатиже",4870003750037,pcs,640.00,,BAR_DAIRY,,
206,"Сметана 20%, 180 г.Натиже",4870003750570,pcs,420.00,,BAR_DAIRY,,
211,"Құрт соленый 12%, 100 г.Натиже",4870003750266,pcs,,,BAR_DAIRY,,
216,"Твор. масса Протейн+ Злаки-Отруби 1,5%, 140 г.Натиже",4870003751393,pcs,,,BAR_DAIRY,,
221,"Завтрак с овсянкой, бананом и комплексом витаминов 2,5% 0,14 кг п/ст Натиже",4870003751775,pcs,385.00,,BAR_DAIRY,,
226,Сыр плавленый Казахский 140гр. п/ст,4870003751706,pcs,,,BAR_DAIRY,,
231,"Белые сыры-полутвердый Диетический 20%, 0,35 кгНатиже",4870003750433,pcs,2385.00,,BAR_DAIRY,,
236,С фисташками 500 г Натиже,4870003753014,pcs,,,BAR_DAIRY,,
241,"Бурненское молоко 3,2% 1 л Tetro Fino Натиже",4870004320192,pcs,,,BAR_DAIRY,,
246,Активиа Йогурт 120 г. клубника,4870206411940 4870206415528,pcs,275.00,,BAR_DAIRY,,
251,Активиа 270 г Чернослив,4870206411599,pcs,500.00,,BAR_DAIRY,,
256,Активиа 670 г Чернослив,4870206411711,pcs,930.00,,BAR_DAIRY,,
261,Актимель 1*95 г Киви-клубника,8696368202648,pcs,290.00,,BAR_DAIRY,,
266,Данонино 100 г. Яблоко,4870206415412,pcs,220.00,,BAR_DAIRY,,
271,Растишка пюре 85гр груша,4600605026007,pcs,380.00,,BAR_DAIRY,,
276,"Сырок ирис, 40 г 20%",4600605029725,pcs,360.00,,BAR_DAIRY,,
281,Творог мягкий 5% 170 г,4600605032350,pcs,490.00,,BAR_DAIRY,,
286,"Кефир Зенченко 2,5%-1 л",4870006421309,pcs,460.00,,BAR_DAIRY,,
291,ТворогЗенченко 0%-200гр,4870006420104,pcs,380.00,,BAR_DAIRY,,
296,"Кефир Родина 2,5%-1 л",487005730259 4870005730259,pcs,500.00,,BAR_DAIRY,,
301,"Сметана ""Родина"" 200 г-20%",4870005730174,pcs,360.00,,BAR_DAIRY,,
306,"Кефир ""Талинский"" Зенченко 0,9 л-1%",4870006421323,pcs,440.00,,BAR_DAIRY,,
311,Сметана Эмиль 15% 400гр,4870132001338,pcs,700.00,,BAR_DAIRY,,
316,Сыр плавленый Hohland грибы 150гр,4607004890079,pcs,1180.00,,BAR_DAIRY,,
321,Сыр плавленый Hohland Ассорти 150гр,4607004890543,pcs,1280.00,,BAR_DAIRY,,
326,Сыр плавленый Hohland грибы ассорти140гр,4607004892943,pcs,1165.00,,BAR_DAIRY,,
331,Сыр плавленый Hohland Маасдам 200гр,4607004891878,pcs,1655.00,,BAR_DAIRY,,
336,Сыр чечел косичка 90гр Мета,2500303890011 4610043821478,pcs,1280.00,,BAR_DAIRY,,
341,"Йогурт питьевой Эмиль лесные ягоды 1,5% 900 г.",4870250270050,pcs,830.00,,BAR_DAIRY,,
346,Сыр Чиссбер соломка 50 г.,4870052009902,pcs,375.00,,BAR_DAIRY,,
351,"Йогурт (Клубника-банан) 0,45 л 1,5% Село Лесное.",4870210771276,pcs,440.00,,BAR_DAIRY,,
356,"Кефир 0,45 л 2,5% Село Лесное.",4870210770675,pcs,340.00,,BAR_DAIRY,,
361,Сыр Сулугуни 250 г.,4870210770194,pcs,1725.00,,BAR_DAIRY,,
366,Сыр Emir Эмир вес 160,2500400110012,kg,2810.00,,BAR_DAIRY,,
371,Сыр Emir Сулугуни вес,2500400160017,kg,3050.00,,BAR_DAIRY,,
376,Растишка Молочный коктейль клубника 210гр,4600605026885,pcs,445.00,,BAR_DAIRY,,
381,"Сливки Чудское озеро 33%-0,5 л",4600765027579,pcs,2630.00,,BAR_DAIRY,,
386,"Молоко Питьевое безлактоз Чудское Озеро 3,2%-1 л",4607021593458,pcs,980.00,,BAR_DAIRY,,
391,Сыр KarKara Сливочный 45%-200гр,4811277012810,pcs,1345.00,,BAR_DAIRY,,
396,"Молоко Айс Плюс мдж-3,2%-1 л",4870132003677,pcs,735.00,,BAR_DAIRY,,
401,"Молоко конц Петропавловское 7,1%-500 мл",4870144749426 2574105360010,pcs,715.00,,BAR_DAIRY,,
406,"Молоко MilokoBo 3,2%-1лТВА",4870144749860,pcs,550.00,,BAR_DAIRY,,
411,"Молоко MilokoBo 7,5%-250гр б.п",4870144740072,pcs,335.00,,BAR_DAIRY,,
416,"Йогурт (Персик) 0,930 л 1,5% Село Лесное.",4870210771573,pcs,720.00,,BAR_DAIRY,,
421,"Йогурт Мороженное-Ягода 0,5 л 1,5% Село Лесное.",4870210771887,pcs,435.00,,BAR_DAIRY,,
426,"Молоко Айс Плюс топленое мдж-6,5% 350 мл",4870132003691,pcs,355.00,,BAR_DAIRY,,
431,"БиоЙогурт Ананас-апельсин 0,900 л 1,5% Село Лесное.",4870210771917,pcs,670.00,,BAR_DAIRY,,
436,"Творог Домашний Рассыпчатый Президент 0,1% 0,450 кг",4870207313991,pcs,1000.00,,BAR_DAIRY,,
441,Масло Петропавловское особое70%-180гр,4870144748313,pcs,340.00,,BAR_DAIRY,,
446,Pan Smetankoфф Сыр 200 г Голландский мдж 45% фасовка.,4810268055393,pcs,1490.00,,BAR_DAIRY,,
451,Номад Сыр Сливочный мдж 50% фас.200 г.,4811277012865,pcs,1360.00,,BAR_DAIRY,,
456,"Йогурт сочн - молочн 1,2%( клубника) 95 г.",2500408410015 4607178790274,pcs,225.00,,BAR_DAIRY,,
461,Растишка 90 г земляника,4600605013960,pcs,310.00,,BAR_DAIRY,,
466,Кымыз Бал в ассортим 1 л п/б,4603745114214 4631171364293 4631171364316,pcs,1625.00,,BAR_DAIRY,,
471,"Сыр плавленный ""Янтарь"" 200 г",4870007492353,pcs,755.00,,BAR_DAIRY,,
476,"Молоко сгущенное ж/б Варенка 0,38 кг 8,5%",4870007492247,pcs,820.00,,BAR_DAIRY,,
481,"Напиток овсян NEMOLOKO клас витамин В2-0,2 л",4680019568256,pcs,290.00,,BAR_DAIRY,,
486,"Молоко ДЕП ультра низколактозная 2,5%-500гр",4870144006352,pcs,275.00,,BAR_DAIRY,,
491,"Молоко сгущеное вареная ДЕП 8,5%-600гр",4870144003702,pcs,1750.00,,BAR_DAIRY,,
496,"Йогурт питьевой Эмиль клубн-мята-лайм 2,5% пэт бут 310 г",4870250270043,pcs,520.00,,BAR_DAIRY,,
501,Pan Smetankoфф Сыр 300 г Топл молоко мдж 50% фасовка.,4810268055447,pcs,1775.00,,BAR_DAIRY,,
506,"Йогурт Персик-маракуйя 3,2%-130гр Село Лесное.",4870210771818,pcs,240.00,,BAR_DAIRY,,
511,Сыр плав. Президент 150 г 45% Чеддер,4607037122352,pcs,1075.00,,BAR_DAIRY,,
516,"Питьевой йогурт Абрикос 2% 0,45 кг",4870207312147,pcs,460.00,,BAR_DAIRY,,
521,Сыр плав. Президент 400 г 45% с грибами ванна.,4607037120853,pcs,2115.00,,BAR_DAIRY,,
526,"Сыр ""Фермерский"" 45% 280гр",4870210771641,pcs,1500.00,,BAR_DAIRY,,
531,Чечил Косичка Копченая 90гр Каркара,4610043821744,pcs,1315.00,,BAR_DAIRY,,
536,Напиток овсян NEMOLOKO миндаль 1 л,468001956931,pcs,1760.00,,BAR_DAIRY,,
541,Молоко сгущен Ак Булак 25%- 350гр жб,4870144745060,pcs,635.00,,BAR_DAIRY,,
546,Актуаль Персик-маракуйя 930гр,4690502005540,pcs,1110.00,,BAR_DAIRY,,
551,Творог десерт 130 г Вишня,4600605032534,pcs,350.00,,BAR_DAIRY,,
